#TYPE System.Diagnostics.Process
"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"MicrosoftEdgeCP","1","1489","2234265362432","142508032","138600448","133720","C:\WINDOWS\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdgeCP.exe","Microsoft Corporation","361.46875","11.00.16299.309 (WinBuild.160101.0800)","11.00.16299.309","Microsoft Edge Content Process","Microsoft Edge","Process","8",,"False",,"5552","Microsoft.Win32.SafeHandles.SafeProcessHandle","1489","40048",".","1319372","Microsoft Edge","System.Diagnostics.ProcessModule (MicrosoftEdgeCP.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","133720","133720","138600448","138600448","1278240","1278240","176664576","176664576","212631552","212631552","942854144","2234325848064","True","Normal","138600448","138600448","00:04:13.0468750","MicrosoftEdgeCP","255","True","1","System.Diagnostics.ProcessStartInfo","3/19/2018 1:11:07 PM",,"System.Diagnostics.ProcessThreadCollection","00:06:01.4687500","00:01:48.4218750","882368512","2234265362432","False",,,,"142508032","142508032",,
"MicrosoftEdgeCP","1","1409","2234282831872","136613888","180854784","139888","C:\WINDOWS\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdgeCP.exe","Microsoft Corporation","305.8125","11.00.16299.309 (WinBuild.160101.0800)","11.00.16299.309","Microsoft Edge Content Process","Microsoft Edge","Process","8",,"False",,"5204","Microsoft.Win32.SafeHandles.SafeProcessHandle","1409","41040",".","467482","Microsoft Edge","System.Diagnostics.ProcessModule (MicrosoftEdgeCP.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","139888","139888","180854784","180854784","1170224","1170224","182075392","182075392","221163520","221163520","961302528","2234344296448","True","Normal","180854784","180854784","00:00:34.0937500","MicrosoftEdgeCP","255","True","1","System.Diagnostics.ProcessStartInfo","3/20/2018 10:56:04 AM",,"System.Diagnostics.ProcessThreadCollection","00:05:05.8125000","00:04:31.7187500","899837952","2234282831872","False",,,,"136613888","136613888",,
"MicrosoftEdgeCP","1","1238","2234173100032","73560064","86642688","100864","C:\WINDOWS\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdgeCP.exe","Microsoft Corporation","5.203125","11.00.16299.309 (WinBuild.160101.0800)","11.00.16299.309","Microsoft Edge Content Process","Microsoft Edge","Process","8",,"False",,"5884","Microsoft.Win32.SafeHandles.SafeProcessHandle","1238","44808",".","731800","Microsoft Edge","System.Diagnostics.ProcessModule (MicrosoftEdgeCP.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","100864","100864","86642688","86642688","1159720","1159720","101175296","101175296","132104192","132104192","837492736","2234220486656","True","Normal","86642688","86642688","00:00:01.6562500","MicrosoftEdgeCP","255","True","1","System.Diagnostics.ProcessStartInfo","3/23/2018 2:50:07 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:05.2031250","00:00:03.5468750","790106112","2234173100032","False",,,,"73560064","73560064",,
"MicrosoftEdgeCP","1","1200","2234179751936","74338304","87830528","99944","C:\WINDOWS\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdgeCP.exe","Microsoft Corporation","296.46875","11.00.16299.309 (WinBuild.160101.0800)","11.00.16299.309","Microsoft Edge Content Process","Microsoft Edge","Process","8",,"False",,"5368","Microsoft.Win32.SafeHandles.SafeProcessHandle","1200","45376",".","599304","Microsoft Edge","System.Diagnostics.ProcessModule (MicrosoftEdgeCP.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","99944","99944","87830528","87830528","1164312","1164312","90529792","90529792","132276224","132276224","858357760","2234241351680","True","Normal","87830528","87830528","00:03:41.0937500","MicrosoftEdgeCP","255","True","1","System.Diagnostics.ProcessStartInfo","3/20/2018 10:45:38 AM",,"System.Diagnostics.ProcessThreadCollection","00:04:56.4687500","00:01:15.3750000","796758016","2234179751936","False",,,,"74338304","74338304",,
"MicrosoftEdgeCP","1","0","2234089844736","36864","2969600","3857160",,,,,,,,"Process","8",,,,,,"0","45852",".","0","",,,,,"3857160","3857160","2969600","2969600","4224","4224","505565184","505565184","8269824","8269824","1225994240","2234608988160",,,"2969600","2969600",,"MicrosoftEdgeCP",,"True","1","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"706850816","2234089844736","False",,,,"36864","36864",,
"MicrosoftEdgeCP","1","697","2233612144640","26550272","6283264","47432","C:\WINDOWS\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdgeCP.exe","Microsoft Corporation","0.140625","11.00.16299.309 (WinBuild.160101.0800)","11.00.16299.309","Microsoft Edge Content Process","Microsoft Edge","Process","8",,"False",,"6000","Microsoft.Win32.SafeHandles.SafeProcessHandle","697","46112",".","273290","Microsoft Edge","System.Diagnostics.ProcessModule (MicrosoftEdgeCP.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","47432","47432","6283264","6283264","358056","358056","6422528","6422528","28356608","28356608","275488768","2233658482688","True","Normal","6283264","6283264","00:00:00.0468750","MicrosoftEdgeCP","255","True","1","System.Diagnostics.ProcessStartInfo","3/23/2018 3:52:10 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1406250","00:00:00.0937500","229150720","2233612144640","False",,,,"26550272","26550272",,
"MicrosoftEdgeCP","1","693","2233611100160","28921856","6205440","47432","C:\WINDOWS\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdgeCP.exe","Microsoft Corporation","0.265625","11.00.16299.309 (WinBuild.160101.0800)","11.00.16299.309","Microsoft Edge Content Process","Microsoft Edge","Process","8",,"False",,"5524","Microsoft.Win32.SafeHandles.SafeProcessHandle","693","49104",".","18089402","Microsoft Edge","System.Diagnostics.ProcessModule (MicrosoftEdgeCP.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","47432","47432","6205440","6205440","358064","358064","6414336","6414336","28930048","28930048","235577344","2233618571264","True","Normal","6205440","6205440","00:00:00.1406250","MicrosoftEdgeCP","255","True","1","System.Diagnostics.ProcessStartInfo","3/23/2018 5:21:48 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2656250","00:00:00.1250000","228106240","2233611100160","False",,,,"28921856","28921856",,
"MicrosoftEdgeCP","1","1551","2235174969344","174157824","276885504","167384","C:\WINDOWS\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdgeCP.exe","Microsoft Corporation","438.296875","11.00.16299.309 (WinBuild.160101.0800)","11.00.16299.309","Microsoft Edge Content Process","Microsoft Edge","Process","8",,"False",,"5640","Microsoft.Win32.SafeHandles.SafeProcessHandle","1551","51804",".","526892","Microsoft Edge","System.Diagnostics.ProcessModule (MicrosoftEdgeCP.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","167384","167384","276885504","276885504","2467944","2467944","399851520","399851520","397729792","397729792","1934176256","2235317170176","True","Normal","276885504","276885504","00:00:44.4843750","MicrosoftEdgeCP","255","True","1","System.Diagnostics.ProcessStartInfo","3/21/2018 4:58:29 PM",,"System.Diagnostics.ProcessThreadCollection","00:07:18.2968750","00:06:33.8125000","1791975424","2235174969344","False",,,,"174157824","174157824",,
"MicrosoftEdgeCP","1","1184","2234173718528","94658560","83906560","99168","C:\WINDOWS\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdgeCP.exe","Microsoft Corporation","270.59375","11.00.16299.309 (WinBuild.160101.0800)","11.00.16299.309","Microsoft Edge Content Process","Microsoft Edge","Process","8",,"False",,"5772","Microsoft.Win32.SafeHandles.SafeProcessHandle","1184","52140",".","4662066","Microsoft Edge","System.Diagnostics.ProcessModule (MicrosoftEdgeCP.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","99168","99168","83906560","83906560","1204352","1204352","100945920","100945920","128397312","128397312","836837376","2234219831296","True","Normal","83906560","83906560","00:02:09.2656250","MicrosoftEdgeCP","255","True","1","System.Diagnostics.ProcessStartInfo","3/22/2018 2:41:41 PM",,"System.Diagnostics.ProcessThreadCollection","00:04:30.5937500","00:02:21.3281250","790724608","2234173718528","False",,,,"94658560","94658560",,
"MicrosoftEdgeCP","1","1654","2234536468480","235696128","388358144","232296","C:\WINDOWS\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdgeCP.exe","Microsoft Corporation","40.78125","11.00.16299.309 (WinBuild.160101.0800)","11.00.16299.309","Microsoft Edge Content Process","Microsoft Edge","Process","8",,"False",,"5188","Microsoft.Win32.SafeHandles.SafeProcessHandle","1654","55464",".","207408","Microsoft Edge","System.Diagnostics.ProcessModule (MicrosoftEdgeCP.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","232296","232296","388358144","388358144","1231392","1231392","403398656","403398656","446558208","446558208","1198768128","2234581762048","True","Normal","388358144","388358144","00:00:07.4843750","MicrosoftEdgeCP","255","True","1","System.Diagnostics.ProcessStartInfo","3/23/2018 2:27:18 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:40.7812500","00:00:33.2968750","1153474560","2234536468480","False",,,,"235696128","235696128",,
"MicrosoftEdgeCP","1","644","2233612165120","26513408","6283264","40496","C:\WINDOWS\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdgeCP.exe","Microsoft Corporation","0.109375","11.00.16299.309 (WinBuild.160101.0800)","11.00.16299.309","Microsoft Edge Content Process","Microsoft Edge","Process","8",,"False",,"5976","Microsoft.Win32.SafeHandles.SafeProcessHandle","644","56120",".","142276","Microsoft Edge","System.Diagnostics.ProcessModule (MicrosoftEdgeCP.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","40496","40496","6283264","6283264","358104","358104","6385664","6385664","28102656","28102656","275509248","2233658503168","True","Normal","6283264","6283264","00:00:00.0312500","MicrosoftEdgeCP","255","True","1","System.Diagnostics.ProcessStartInfo","3/23/2018 3:37:05 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1093750","00:00:00.0781250","229171200","2233612165120","False",,,,"26513408","26513408",,
"MicrosoftEdgeCP","1","1219","2234177945600","69763072","88637440","100256","C:\WINDOWS\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdgeCP.exe","Microsoft Corporation","6.84375","11.00.16299.309 (WinBuild.160101.0800)","11.00.16299.309","Microsoft Edge Content Process","Microsoft Edge","Process","8",,"False",,"5928","Microsoft.Win32.SafeHandles.SafeProcessHandle","1219","56708",".","141474","Microsoft Edge","System.Diagnostics.ProcessModule (MicrosoftEdgeCP.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","100256","100256","88637440","88637440","1162760","1162760","101920768","101920768","142839808","142839808","840241152","2234223235072","True","Normal","88637440","88637440","00:00:02.1093750","MicrosoftEdgeCP","255","True","1","System.Diagnostics.ProcessStartInfo","3/23/2018 1:43:32 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:06.8437500","00:00:04.7343750","794951680","2234177945600","False",,,,"69763072","69763072",,
"MicrosoftEdgeCP","1","1418","2234197164032","101232640","69865472","103488","C:\WINDOWS\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdgeCP.exe","Microsoft Corporation","23.421875","11.00.16299.309 (WinBuild.160101.0800)","11.00.16299.309","Microsoft Edge Content Process","Microsoft Edge","Process","8",,"False",,"5760","Microsoft.Win32.SafeHandles.SafeProcessHandle","1418","57272",".","2299472","Microsoft Edge","System.Diagnostics.ProcessModule (MicrosoftEdgeCP.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","103488","103488","69865472","69865472","1289264","1289264","100986880","100986880","132648960","132648960","864702464","2234247696384","True","Normal","69865472","69865472","00:00:06.2812500","MicrosoftEdgeCP","255","True","1","System.Diagnostics.ProcessStartInfo","3/23/2018 10:46:39 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:23.4218750","00:00:17.1406250","814170112","2234197164032","False",,,,"101232640","101232640",,
"mongod","0","298","1010368512","13221888","164536320","25136",,,,,,,,"Process","8",,,,,,"298","4000",".","0","",,,,,"25136","25136","164536320","164536320","163576","163576","165842944","165842944","139071488","139071488","1013510144","1013510144",,,"164536320","164536320",,"mongod",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"1010368512","1010368512","False",,,,"13221888","13221888",,
"MSASCuiL","1","157","2199152095232","4030464","2310144","10192","C:\Program Files\Windows Defender\MSASCuiL.exe","Microsoft Corporation","0.375","4.12.16299.15 (WinBuild.160101.0800)","4.12.16299.15","Windows Defender notification icon","Microsoft? Windows? Operating System","Process","8",,"False",,"5920","Microsoft.Win32.SafeHandles.SafeProcessHandle","157","12272",".","0","","System.Diagnostics.ProcessModule (MSASCuiL.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10192","10192","2310144","2310144","184168","184168","2314240","2314240","9940992","9940992","130945024","2199154200576","True","Normal","2310144","2310144","00:00:00.1562500","MSASCuiL","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 1:27:14 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3750000","00:00:00.2187500","128839680","2199152095232","False",,,,"4030464","4030464",,
"MsMpEng","0","1142","2199710253056","206950400","267472896","84520",,,,,,,,"Process","8",,,,,,"1142","4092",".","0","",,,,,"84520","84520","267472896","267472896","713744","713744","664842240","664842240","586432512","586432512","1097707520","2200120963072",,,"267472896","267472896",,"MsMpEng",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"686997504","2199710253056","False",,,,"206950400","206950400",,
"NisSrv","0","441","2199293755392","11186176","171565056","23752",,,,,,,,"Process","8",,,,,,"441","6864",".","0","",,,,,"23752","23752","171565056","171565056","115312","115312","205864960","205864960","45293568","45293568","308109312","2199331364864",,,"171565056","171565056",,"NisSrv",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"270499840","2199293755392","False",,,,"11186176","11186176",,
"NVDisplay.Container","0","240","127303680","5435392","4841472","12496",,,,,,,,"Process","8",,,,,,"240","1912",".","0","",,,,,"12496","12496","4841472","4841472","166400","166400","4956160","4956160","13860864","13860864","135458816","135458816",,,"4841472","4841472",,"NVDisplay.Container",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"127303680","127303680","False",,,,"5435392","5435392",,
"nvwmi64","0","137","102375424","2166784","1605632","7536",,,,,,,,"Process","8",,,,,,"137","1568",".","0","",,,,,"7536","7536","1605632","1605632","129432","129432","1703936","1703936","7847936","7847936","105521152","105521152",,,"1605632","1605632",,"nvwmi64",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"102375424","102375424","False",,,,"2166784","2166784",,
"nvwmi64","1","210","164728832","2641920","5746688","12968",,,,,,,,"Process","8",,,,,,"210","7172",".","0","",,,,,"12968","12968","5746688","5746688","210424","210424","27242496","27242496","35205120","35205120","177131520","177131520",,,"5746688","5746688",,"nvwmi64",,"True","1","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"164728832","164728832","False",,,,"2641920","2641920",,
"nvxdsync","1","405","204509184","9641984","8966144","20528",,,,,,,,"Process","8",,,,,,"405","3964",".","0","",,,,,"20528","20528","8966144","8966144","280760","280760","26857472","26857472","42881024","42881024","216170496","216170496",,,"8966144","8966144",,"nvxdsync",,"True","1","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"204509184","204509184","False",,,,"9641984","9641984",,
"OfficeC2RClient","1","478","2199251779584","25378816","9060352","22592","C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeC2RClient.exe","Microsoft Corporation","0.265625","16.0.9029.2167","16.0.9029.2167","Microsoft Office Click-to-Run Client","Microsoft Office","Process","8",,"False",,"5740","Microsoft.Win32.SafeHandles.SafeProcessHandle","478","43700",".","0","","System.Diagnostics.ProcessModule (OfficeC2RClient.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","22592","22592","9060352","9060352","367128","367128","9068544","9068544","28565504","28565504","255643648","2199278899200","True","Normal","9060352","9060352","00:00:00.2031250","OfficeC2RClient","255","True","1","System.Diagnostics.ProcessStartInfo","3/23/2018 10:55:37 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2656250","00:00:00.0625000","228524032","2199251779584","False",,,,"25378816","25378816",,
